STATENAME,URL,WEBSITE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,"Influenza Update",Level 1,Minimal,Sep-10-2016,36,2015-16
West Virginia,http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx,"Current Influenza Surveillance",Level 1,Minimal,Sep-10-2016,36,2015-16
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,"Tracking Influenza in Wisconsin",Level 1,Minimal,Sep-10-2016,36,2015-16
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/influenza/influenza-reports/,"Influenza",Level 1,Minimal,Sep-10-2016,36,2015-16
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports",Level 1,Minimal,Sep-10-2016,36,2015-16
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana",Level 1,Minimal,Sep-10-2016,36,2015-16
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network",Level 1,Minimal,Sep-10-2016,36,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Level 1,Minimal,Sep-10-2016,36,2015-16
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Level 1,Minimal,Sep-10-2016,36,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Level 1,Minimal,Sep-10-2016,36,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Level 1,Minimal,Sep-10-2016,36,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Level 1,Minimal,Sep-10-2016,36,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Level 1,Minimal,Sep-10-2016,36,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Level 1,Minimal,Sep-10-2016,36,2015-16
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports",Level 1,Minimal,Sep-10-2016,36,2015-16
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports ",Level 1,Minimal,Sep-10-2016,36,2015-16
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know",Level 1,Minimal,Sep-10-2016,36,2015-16
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report",Level 1,Minimal,Sep-10-2016,36,2015-16
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 1,Minimal,Sep-10-2016,36,2015-16
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance",Level 1,Minimal,Sep-10-2016,36,2015-16
New Jersey,http://www.state.nj.us/health/flu/fluinfo.shtml,"Seasonal Influenza - Surveillance",Level 1,Minimal,Sep-10-2016,36,2015-16
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico",Level 1,Minimal,Sep-10-2016,36,2015-16
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Sep-10-2016,36,2015-16
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Level 1,Minimal,Sep-10-2016,36,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Level 1,Minimal,Sep-10-2016,36,2015-16
Hawaii,http://health.hawaii.gov/docd/flu-hawaii/surveillance/,"Hawaii's Influenza Surveillance Program",Level 1,Minimal,Sep-03-2016,35,2015-16
Hawaii,http://health.hawaii.gov/docd/flu-hawaii/surveillance/,"Hawaii's Influenza Surveillance Program",Level 1,Minimal,Sep-10-2016,36,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Level 1,Minimal,Sep-03-2016,35,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Level 1,Minimal,Sep-10-2016,36,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Level 1,Minimal,Sep-10-2016,36,2015-16
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data",Level 1,Minimal,Sep-03-2016,35,2015-16
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Sep-10-2016,36,2015-16
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,"Influenza Surveillance Report",Level 1,Minimal,Sep-10-2016,36,2015-16
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 1,Minimal,Sep-10-2016,36,2015-16
Arkansas,http://www.healthy.arkansas.gov/programsServices/infectiousDisease/Immunizations/SeasonalFlu/Pages/default.aspx,"Communicable Disease and Immunizations",Level 1,Minimal,Sep-10-2016,36,2015-16
California,http://www.cdph.ca.gov/HealthInfo/discond/Pages/Influenza(Flu).aspx,"Influenza (Flu)",Level 1,Minimal,Sep-10-2016,36,2015-16
Pennsylvania,www.flufreepa.com,"Influenza Weekly Report ",Level 1,Minimal,Sep-03-2016,35,2015-16
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance",Level 1,Minimal,Sep-03-2016,35,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 1,Minimal,Sep-03-2016,35,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Level 1,Minimal,Sep-03-2016,35,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Level 1,Minimal,Sep-03-2016,35,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Level 1,Minimal,Sep-03-2016,35,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Level 1,Minimal,Sep-03-2016,35,2015-16
Vermont,http://healthvermont.gov/prevent/flu/flusurveillance.aspx,"Flu Activity",Level 1,Minimal,Sep-03-2016,35,2015-16
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,"Virginia Weekly Influenza Activity Report",Level 1,Minimal,Sep-03-2016,35,2015-16
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,"Influenza Update",Level 1,Minimal,Sep-03-2016,35,2015-16
West Virginia,http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx,"Current Influenza Surveillance",Level 1,Minimal,Sep-03-2016,35,2015-16
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,"Tracking Influenza in Wisconsin",Level 1,Minimal,Sep-03-2016,35,2015-16
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/influenza/influenza-reports/,"Influenza",Level 1,Minimal,Sep-03-2016,35,2015-16
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report",Level 1,Minimal,Sep-03-2016,35,2015-16
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 1,Minimal,Sep-03-2016,35,2015-16
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance",Level 1,Minimal,Sep-03-2016,35,2015-16
New Jersey,http://www.state.nj.us/health/flu/fluinfo.shtml,"Seasonal Influenza - Surveillance",Level 1,Minimal,Sep-03-2016,35,2015-16
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico",Level 1,Minimal,Sep-03-2016,35,2015-16
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Sep-03-2016,35,2015-16
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Level 1,Minimal,Sep-03-2016,35,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Level 1,Minimal,Sep-03-2016,35,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Level 1,Minimal,Sep-03-2016,35,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Level 1,Minimal,Sep-03-2016,35,2015-16
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports",Level 1,Minimal,Sep-03-2016,35,2015-16
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana",Level 1,Minimal,Sep-03-2016,35,2015-16
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network",Level 1,Minimal,Sep-03-2016,35,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Level 1,Minimal,Sep-03-2016,35,2015-16
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Level 1,Minimal,Sep-03-2016,35,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Level 1,Minimal,Sep-03-2016,35,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Level 1,Minimal,Sep-03-2016,35,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Level 1,Minimal,Sep-03-2016,35,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Level 1,Minimal,Sep-03-2016,35,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Level 1,Minimal,Sep-03-2016,35,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Level 1,Minimal,Sep-03-2016,35,2015-16
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports",Level 1,Minimal,Sep-03-2016,35,2015-16
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports ",Level 1,Minimal,Sep-03-2016,35,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Level 1,Minimal,Aug-27-2016,34,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Level 1,Minimal,Aug-20-2016,33,2015-16
Hawaii,http://health.hawaii.gov/docd/flu-hawaii/surveillance/,"Hawaii's Influenza Surveillance Program",Level 1,Minimal,Aug-20-2016,33,2015-16
Hawaii,http://health.hawaii.gov/docd/flu-hawaii/surveillance/,"Hawaii's Influenza Surveillance Program",Level 1,Minimal,Aug-27-2016,34,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Level 1,Minimal,Sep-03-2016,35,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Level 1,Minimal,Sep-03-2016,35,2015-16
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data",Level 1,Minimal,Aug-27-2016,34,2015-16
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Sep-03-2016,35,2015-16
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,"Influenza Surveillance Report",Level 1,Minimal,Sep-03-2016,35,2015-16
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 1,Minimal,Sep-03-2016,35,2015-16
Arkansas,http://www.healthy.arkansas.gov/programsServices/infectiousDisease/Immunizations/SeasonalFlu/Pages/default.aspx,"Communicable Disease and Immunizations",Level 1,Minimal,Sep-03-2016,35,2015-16
California,http://www.cdph.ca.gov/HealthInfo/discond/Pages/Influenza(Flu).aspx,"Influenza (Flu)",Level 1,Minimal,Sep-03-2016,35,2015-16
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data",Level 1,Minimal,Aug-20-2016,33,2015-16
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Aug-27-2016,34,2015-16
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,"Influenza Surveillance Report",Level 1,Minimal,Aug-27-2016,34,2015-16
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 1,Minimal,Aug-27-2016,34,2015-16
Arkansas,http://www.healthy.arkansas.gov/programsServices/infectiousDisease/Immunizations/SeasonalFlu/Pages/default.aspx,"Communicable Disease and Immunizations",Level 1,Minimal,Aug-27-2016,34,2015-16
California,http://www.cdph.ca.gov/HealthInfo/discond/Pages/Influenza(Flu).aspx,"Influenza (Flu)",Level 1,Minimal,Aug-27-2016,34,2015-16
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,"Influenza Surveillance",Level 1,Minimal,Aug-27-2016,34,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Level 1,Minimal,Aug-27-2016,34,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Level 1,Minimal,Aug-27-2016,34,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Level 1,Minimal,Aug-20-2016,33,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Level 1,Minimal,Aug-20-2016,33,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Level 1,Minimal,Aug-20-2016,33,2015-16
Pennsylvania,www.flufreepa.com,"Influenza Weekly Report ",Level 1,Minimal,Aug-20-2016,33,2015-16
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance",Level 1,Minimal,Aug-20-2016,33,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 1,Minimal,Aug-20-2016,33,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Level 1,Minimal,Aug-20-2016,33,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Level 1,Minimal,Aug-20-2016,33,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Level 1,Minimal,Aug-20-2016,33,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Level 1,Minimal,Aug-20-2016,33,2015-16
Vermont,http://healthvermont.gov/prevent/flu/flusurveillance.aspx,"Flu Activity",Level 1,Minimal,Aug-20-2016,33,2015-16
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,"Virginia Weekly Influenza Activity Report",Level 1,Minimal,Aug-20-2016,33,2015-16
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,"Influenza Update",Level 1,Minimal,Aug-20-2016,33,2015-16
West Virginia,http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx,"Current Influenza Surveillance",Level 1,Minimal,Aug-20-2016,33,2015-16
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,"Tracking Influenza in Wisconsin",Level 1,Minimal,Aug-20-2016,33,2015-16
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/influenza/influenza-reports/,"Influenza",Level 1,Minimal,Aug-20-2016,33,2015-16
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,"Puerto Rico Departamento de Salud",Level 1,Minimal,Aug-20-2016,33,2015-16
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports",Level 1,Minimal,Aug-27-2016,34,2015-16
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana",Level 1,Minimal,Aug-27-2016,34,2015-16
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network",Level 1,Minimal,Aug-27-2016,34,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Level 1,Minimal,Aug-27-2016,34,2015-16
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Level 1,Minimal,Aug-27-2016,34,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Level 1,Minimal,Aug-27-2016,34,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Level 1,Minimal,Aug-27-2016,34,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Level 1,Minimal,Aug-27-2016,34,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Level 1,Minimal,Aug-27-2016,34,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Level 1,Minimal,Aug-27-2016,34,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Level 1,Minimal,Aug-27-2016,34,2015-16
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports",Level 1,Minimal,Aug-27-2016,34,2015-16
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports ",Level 1,Minimal,Aug-27-2016,34,2015-16
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know",Level 1,Minimal,Aug-27-2016,34,2015-16
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report",Level 1,Minimal,Aug-27-2016,34,2015-16
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 1,Minimal,Aug-27-2016,34,2015-16
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance",Level 1,Minimal,Aug-27-2016,34,2015-16
New Jersey,http://www.state.nj.us/health/flu/fluinfo.shtml,"Seasonal Influenza - Surveillance",Level 1,Minimal,Aug-27-2016,34,2015-16
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico",Level 1,Minimal,Aug-27-2016,34,2015-16
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Aug-27-2016,34,2015-16
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Level 1,Minimal,Aug-27-2016,34,2015-16
